loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,open_acc,pub_rec,revol_bal,revol_util,total_acc,actual_default,predicted_prob
20000,1,11.48,B,9,1,5,89000.0,1,15.33,1.0,8.0,0.0,14302,57.0,32.0,0,0.6158977
23175,1,18.54,E,20,1,1,80000.0,2,4.98,1.0,9.0,0.0,12995,68.0,11.0,0,0.6914456
20000,1,20.39,D,18,11,1,74000.0,1,21.23,0.0,15.0,1.0,26086,55.7,37.0,0,0.65376097
15000,0,7.89,A,4,1,4,140900.0,6,21.02,0.0,18.0,0.0,40478,80.5,34.0,0,0.27773497
7000,1,15.99,D,16,3,1,90000.0,2,12.69,0.0,12.0,0.0,17836,54.5,26.0,0,0.5608083
3000,0,7.39,A,3,1,4,87000.0,4,21.68,0.0,10.0,0.0,125295,40.8,25.0,1,0.3184284
20000,0,5.32,A,0,2,1,110000.0,1,17.99,0.0,19.0,0.0,44727,42.1,44.0,0,0.10917445
12000,0,7.89,A,4,1,1,72000.0,2,4.72,0.0,4.0,0.0,12038,59.9,19.0,0,0.1018854
14400,0,12.79,C,10,7,5,52045.0,7,21.88,0.0,21.0,0.0,25283,63.0,46.0,0,0.640685
10775,0,25.88,F,28,6,1,50000.0,2,34.71,0.0,10.0,0.0,7329,82.3,28.0,0,0.75630695
18000,1,19.52,E,21,1,5,50000.0,2,13.57,0.0,7.0,0.0,10653,81.9,13.0,0,0.7624105
20000,1,12.29,C,10,6,1,170000.0,2,9.54,0.0,17.0,1.0,21324,42.3,31.0,0,0.5064001
1950,0,13.98,C,12,1,1,45000.0,4,16.88,0.0,12.0,1.0,4077,54.4,32.0,0,0.28810528
6025,0,23.99,E,21,11,1,59000.0,2,15.24,1.0,11.0,1.0,2929,14.8,18.0,0,0.6558829
1500,0,7.49,A,3,4,5,34000.0,2,7.24,0.0,12.0,0.0,3145,31.8,16.0,0,0.13289775
28000,1,21.49,E,22,1,1,103600.0,2,9.85,1.0,9.0,1.0,15441,88.7,26.0,1,0.5648804
15000,0,7.69,A,3,1,5,50000.0,1,19.17,0.0,11.0,0.0,21581,48.6,26.0,0,0.2317737
21000,0,9.93,B,6,11,1,72000.0,2,21.35,0.0,9.0,0.0,15606,75.8,17.0,1,0.41145715
6000,0,13.35,C,13,3,5,55000.0,2,24.39,0.0,21.0,0.0,17162,74.6,30.0,0,0.57848334
25000,0,11.86,B,9,10,5,80000.0,11,5.04,0.0,7.0,0.0,14715,48.1,15.0,0,0.5188598
19000,0,8.18,B,5,3,1,38000.0,1,6.03,1.0,4.0,0.0,4406,35.0,24.0,0,0.2883761
9250,0,13.11,B,8,0,5,34000.0,2,23.96,0.0,9.0,0.0,6211,47.8,18.0,1,0.423504
9600,0,17.57,D,18,1,1,33000.0,2,32.67,0.0,23.0,1.0,8365,33.9,47.0,0,0.656995
3000,0,16.55,D,16,0,5,45000.0,2,14.56,0.0,6.0,0.0,798,12.7,6.0,0,0.51725644
17975,0,21.45,D,19,11,1,45000.0,2,34.61,0.0,11.0,0.0,25235,89.0,24.0,1,0.746179
16500,1,16.29,D,16,3,1,115000.0,1,15.85,0.0,10.0,0.0,21371,91.7,19.0,0,0.562699
8000,0,14.09,B,9,1,1,29000.0,1,16.76,0.0,11.0,0.0,12704,74.7,27.0,1,0.43638274
10000,0,5.32,A,0,1,1,148000.0,4,13.84,0.0,9.0,0.0,14147,26.0,33.0,0,0.06400216
28000,0,6.49,A,1,6,1,175000.0,1,18.05,0.0,13.0,0.0,64491,71.9,24.0,0,0.139601
12000,0,11.99,C,10,10,1,65000.0,2,19.37,0.0,9.0,0.0,5612,68.4,13.0,0,0.5042413
6000,0,7.35,A,3,3,1,52000.0,2,5.4,0.0,14.0,0.0,9172,23.6,18.0,0,0.19931449
5625,0,11.14,B,6,1,1,60000.0,2,15.76,2.0,13.0,0.0,11470,70.8,52.0,0,0.28957248
16000,1,13.99,C,12,0,5,55000.0,2,19.0,0.0,14.0,0.0,6704,18.0,30.0,0,0.65790486
10000,0,10.99,B,6,1,5,40000.0,2,22.05,0.0,7.0,0.0,11078,56.5,14.0,0,0.34924945
10000,0,8.24,B,5,1,4,41000.0,1,20.67,0.0,8.0,1.0,13102,72.8,22.0,0,0.36331427
6350,0,10.16,B,5,6,5,31000.0,5,6.58,0.0,8.0,0.0,6482,49.1,14.0,0,0.31196886
16000,0,9.76,B,7,1,5,100000.0,1,8.32,1.0,6.0,0.0,14634,48.5,25.0,0,0.2729539
15625,0,14.09,B,9,5,1,42000.0,1,26.09,0.0,6.0,0.0,13291,97.0,19.0,1,0.35613477
15000,1,15.31,C,11,1,5,45000.0,2,24.37,0.0,5.0,0.0,11687,55.7,13.0,0,0.60007054
5000,0,10.15,B,6,11,1,72000.0,2,3.13,0.0,3.0,0.0,7720,94.1,11.0,0,0.3005539
30000,0,8.9,A,4,1,1,89000.0,2,13.4,0.0,7.0,0.0,13739,51.4,19.0,0,0.17343138
9000,0,17.57,D,18,9,5,25000.0,2,30.58,0.0,6.0,1.0,6238,72.5,16.0,0,0.65677553
14500,0,6.92,A,3,8,4,83000.0,1,8.94,0.0,11.0,0.0,36149,69.7,43.0,0,0.18265833
6000,0,14.49,C,13,5,5,40000.0,2,13.65,0.0,9.0,1.0,4204,30.5,12.0,0,0.5063531
22000,0,17.76,D,15,1,5,50000.0,2,26.42,0.0,7.0,0.0,6696,89.3,17.0,1,0.62434655
18000,1,13.98,C,12,1,1,85000.0,1,19.72,0.0,7.0,0.0,32877,80.8,33.0,0,0.47156525
11600,1,16.99,D,17,1,1,67675.0,2,38.0,0.0,9.0,0.0,6077,43.7,36.0,0,0.64319694
10925,0,11.67,B,8,10,5,80000.0,2,19.98,1.0,8.0,0.0,8018,44.8,15.0,0,0.32516366
12000,0,14.46,C,13,5,1,39000.0,2,24.74,1.0,13.0,0.0,5066,18.0,31.0,0,0.53929764
10000,0,14.65,C,14,1,4,39000.0,4,17.23,0.0,6.0,2.0,5904,72.0,16.0,1,0.5263595
10000,0,14.99,C,13,1,4,55000.0,4,16.87,0.0,14.0,1.0,9081,36.8,24.0,1,0.57849646
12000,0,5.32,A,0,6,4,95000.0,1,16.42,0.0,7.0,0.0,11412,71.8,10.0,0,0.119505726
8000,0,14.31,C,13,0,5,40000.0,1,21.25,0.0,12.0,0.0,6228,50.6,22.0,1,0.6049818
30000,0,17.77,D,15,10,5,122304.0,9,9.41,0.0,12.0,0.0,24188,33.4,33.0,0,0.46157274
1500,0,11.39,B,7,3,1,68000.0,1,14.21,0.0,9.0,0.0,15563,73.8,30.0,0,0.18735667
8000,0,6.89,A,2,6,1,67000.0,4,11.9,0.0,7.0,0.0,8654,32.4,11.0,0,0.11335039
3000,0,10.75,B,8,9,1,49000.0,1,29.76,1.0,14.0,0.0,31057,61.6,27.0,1,0.46395382
17300,0,11.67,B,8,2,5,90000.0,2,15.31,0.0,10.0,0.0,9688,57.0,13.0,0,0.36735684
2000,0,13.99,C,13,1,5,55000.0,2,26.14,0.0,22.0,0.0,8842,24.5,33.0,0,0.5276005
25000,0,15.61,C,12,1,1,80364.0,2,27.55,0.0,11.0,0.0,19369,81.4,32.0,0,0.40477887
20000,1,9.49,B,6,8,1,50000.0,2,12.96,0.0,8.0,0.0,24625,61.6,21.0,0,0.42291155
16000,0,8.9,A,4,1,1,85000.0,1,17.34,0.0,14.0,0.0,39547,57.9,25.0,0,0.2162894
5000,0,16.32,D,19,5,5,42000.0,2,13.09,0.0,5.0,0.0,5649,69.7,9.0,0,0.4467141
35000,0,8.99,B,5,5,4,329000.0,2,9.65,1.0,14.0,0.0,22401,68.1,40.0,0,0.47693187
13000,0,14.85,C,14,4,1,50000.0,2,10.27,0.0,11.0,1.0,12264,54.0,26.0,0,0.44266772
9900,0,17.57,D,18,11,4,29139.12,4,29.65,0.0,7.0,0.0,13129,80.1,17.0,1,0.74451005
25000,0,11.47,B,9,1,1,92000.0,2,14.39,0.0,18.0,0.0,2588,6.1,30.0,0,0.42036015
10000,0,11.39,B,7,10,1,80000.0,2,13.94,0.0,13.0,2.0,9918,25.4,24.0,0,0.34283686
12000,0,7.89,A,4,5,5,50000.0,1,10.83,0.0,15.0,0.0,11672,29.0,16.0,0,0.2565604
29000,1,15.31,C,13,1,1,58000.0,1,12.83,0.0,12.0,0.0,26088,61.4,21.0,0,0.503488
2000,0,16.99,D,17,3,5,50000.0,12,32.46,0.0,25.0,0.0,23958,72.8,48.0,0,0.6520529
14000,0,6.68,A,2,4,1,63000.0,1,18.99,0.0,10.0,0.0,15833,60.7,13.0,0,0.14432108
12000,0,6.03,A,0,5,1,95000.0,4,9.92,0.0,12.0,0.0,4164,7.3,21.0,0,0.05061737
10200,0,11.53,B,9,5,5,107500.0,2,11.04,0.0,17.0,1.0,4794,28.4,28.0,0,0.3951108
21000,0,9.43,B,5,11,5,105600.0,8,15.0,0.0,19.0,1.0,3378,7.9,35.0,0,0.3669261
10000,0,10.75,B,8,3,1,65000.0,1,25.61,0.0,12.0,1.0,12237,48.9,23.0,0,0.46703556
12175,1,19.19,E,22,3,1,87000.0,2,36.06,0.0,14.0,0.0,35504,83.5,34.0,0,0.7024559
6000,0,16.2,C,13,0,1,40904.0,2,28.37,0.0,11.0,0.0,17124,75.1,48.0,0,0.44980878
17600,1,15.99,D,16,4,4,75000.0,1,34.16,0.0,12.0,0.0,50299,76.2,22.0,1,0.7142255
26300,1,30.79,G,30,0,1,65000.0,9,13.33,1.0,7.0,0.0,3660,38.5,10.0,1,0.8234321
15000,1,15.59,C,14,4,5,93700.0,2,1.79,0.0,7.0,0.0,1793,4.0,9.0,1,0.68448764
21000,0,11.44,B,8,9,1,160000.0,1,22.22,0.0,10.0,0.0,36459,84.6,15.0,0,0.34079215
19000,0,5.32,A,0,1,1,97000.0,2,6.79,0.0,16.0,0.0,19429,28.2,36.0,0,0.08096447
18550,1,17.27,C,14,2,4,42000.0,2,24.09,0.0,18.0,0.0,25445,85.1,35.0,0,0.65167487
35000,1,9.99,B,7,1,1,164200.0,2,22.99,0.0,19.0,0.0,106411,53.0,26.0,1,0.4849643
20000,0,14.3,C,10,6,4,60000.0,4,16.82,0.0,10.0,0.0,12190,44.8,18.0,0,0.3964038
25000,1,8.39,B,5,3,1,92000.0,2,7.6,0.0,12.0,1.0,21993,29.5,17.0,0,0.28097197
6000,0,15.31,C,13,6,5,60000.0,2,12.4,0.0,6.0,0.0,1131,47.1,13.0,1,0.5512153
18000,0,9.75,B,7,1,1,45000.0,1,12.83,0.0,5.0,0.0,19355,88.0,24.0,0,0.3068357
20150,0,17.57,D,18,9,1,60000.0,2,18.51,0.0,12.0,0.0,22906,59.7,16.0,0,0.58912677
6000,0,6.49,A,1,0,5,60000.0,1,9.84,0.0,12.0,0.0,6221,10.5,23.0,0,0.074605435
10000,0,10.99,B,8,1,5,70000.0,2,29.28,0.0,30.0,0.0,43246,69.2,49.0,0,0.5247125
7200,0,13.67,C,12,3,5,20020.0,2,19.42,0.0,10.0,2.0,8360,38.2,11.0,1,0.59325993
7525,0,14.49,C,13,3,5,78000.0,2,19.03,0.0,13.0,0.0,3334,39.2,28.0,0,0.5526591
24000,1,15.99,C,14,5,1,130000.0,7,27.35,0.0,12.0,0.0,22468,62.6,24.0,1,0.7281867
27450,0,16.99,D,15,1,1,61000.0,2,29.2,0.0,12.0,0.0,61485,75.0,25.0,0,0.53690445
30000,1,13.33,C,12,10,1,64000.0,1,23.98,0.0,13.0,0.0,32004,62.3,30.0,0,0.53005415
12500,1,9.49,B,6,1,1,62000.0,2,12.18,0.0,13.0,0.0,12119,34.6,30.0,0,0.34470633
18500,1,13.98,C,12,8,1,154840.0,1,15.23,1.0,22.0,0.0,17879,82.4,48.0,1,0.5714162
6000,0,14.99,C,14,9,5,40000.0,1,29.55,0.0,21.0,0.0,19623,39.2,31.0,1,0.6529386
21000,1,7.89,A,4,5,1,110000.0,1,19.71,0.0,34.0,0.0,11677,21.1,96.0,0,0.30143785
17000,0,8.39,A,4,2,5,64000.0,2,9.41,0.0,9.0,0.0,5168,23.9,21.0,0,0.23640701
28625,1,15.88,C,13,1,1,64000.0,2,29.19,0.0,16.0,0.0,35697,62.4,42.0,0,0.5204033
6000,0,11.49,B,9,7,1,80000.0,1,23.81,1.0,11.0,0.0,9858,93.0,42.0,0,0.37163126
19200,0,6.39,A,1,5,1,125000.0,1,9.53,0.0,14.0,2.0,19472,44.1,27.0,0,0.14488773
6500,0,14.99,C,13,1,4,40000.0,1,12.54,0.0,7.0,1.0,7027,36.8,15.0,0,0.44080624
6000,0,5.32,A,0,1,5,98000.0,2,26.31,0.0,5.0,0.0,19265,96.3,11.0,0,0.2720475
6000,0,7.07,A,1,6,5,45000.0,2,15.6,0.0,8.0,0.0,3706,12.5,14.0,0,0.14244072
12000,1,25.29,E,24,1,1,35000.0,2,21.88,0.0,9.0,0.0,5271,40.2,18.0,1,0.7909858
11500,0,11.99,C,10,1,1,85000.0,2,18.85,1.0,11.0,0.0,11270,96.0,15.0,0,0.46980244
30000,1,13.67,C,12,1,1,105000.0,2,25.14,0.0,8.0,0.0,234778,98.0,26.0,0,0.4351119
16000,0,7.35,A,3,5,5,81700.0,2,14.69,0.0,12.0,0.0,17744,29.3,33.0,0,0.20118424
28000,1,14.65,C,14,1,1,110000.0,1,33.34,0.0,14.0,0.0,43316,62.4,40.0,0,0.5726334
15000,0,5.32,A,0,4,4,120000.0,2,8.78,1.0,15.0,0.0,1746,8.0,43.0,1,0.12644349
14000,0,13.11,B,8,7,4,70000.0,2,9.48,0.0,5.0,0.0,2077,27.7,12.0,0,0.3339504
5000,0,14.27,C,11,1,5,56000.0,2,10.03,0.0,8.0,0.0,11702,90.2,21.0,0,0.41788027
12000,1,16.49,D,17,4,5,49000.0,2,16.62,0.0,14.0,0.0,9775,57.5,18.0,1,0.7278641
10000,0,16.29,C,13,6,5,84000.0,2,3.84,0.0,23.0,0.0,14690,30.5,38.0,0,0.39385137
7200,0,9.44,B,5,10,1,67000.0,4,9.99,0.0,8.0,0.0,14688,46.9,14.0,0,0.23479994
16000,0,6.68,A,2,2,5,72000.0,1,17.49,0.0,4.0,0.0,20795,81.5,5.0,0,0.09534496
4725,0,16.29,D,16,2,5,54000.0,2,20.96,0.0,5.0,0.0,1569,78.4,9.0,0,0.63478595
5000,0,10.99,B,8,1,1,44000.0,2,12.08,0.0,13.0,1.0,15393,60.1,42.0,1,0.43728545
5000,0,8.18,B,5,3,5,24000.0,2,23.25,0.0,5.0,1.0,3821,56.2,10.0,0,0.34732366
10000,0,11.99,B,9,7,5,54000.0,2,22.07,2.0,12.0,0.0,4428,41.0,24.0,0,0.55009127
5000,0,8.99,B,5,1,1,67000.0,9,14.96,0.0,11.0,1.0,5057,24.8,33.0,0,0.28123394
10000,1,21.85,D,19,1,1,40000.0,2,3.27,1.0,8.0,0.0,7372,45.2,11.0,0,0.61577636
28000,0,15.61,D,15,1,1,125000.0,2,27.18,0.0,14.0,0.0,83276,94.4,51.0,1,0.47600195
12000,0,7.89,A,4,1,1,150000.0,2,16.52,0.0,13.0,0.0,14839,60.3,29.0,0,0.24807
6000,0,12.88,C,11,1,4,63000.0,2,28.51,0.0,10.0,0.0,25703,91.1,19.0,0,0.52099067
30000,1,16.29,D,16,1,5,63000.0,2,23.21,0.0,9.0,0.0,35556,40.7,25.0,0,0.6521431
19000,0,7.89,A,4,11,1,130000.0,2,13.75,2.0,9.0,1.0,6462,26.0,40.0,0,0.4039349
8500,0,8.9,A,4,1,5,95000.0,1,9.81,1.0,6.0,0.0,25018,94.1,23.0,0,0.17488734
9000,0,9.17,B,5,1,1,82000.0,2,22.73,0.0,14.0,0.0,25358,61.5,37.0,0,0.2724267
28200,1,17.27,C,14,7,1,64000.0,1,17.98,0.0,13.0,0.0,30799,69.7,24.0,0,0.5200495
15600,0,11.99,B,7,11,5,36196.0,2,20.06,0.0,6.0,0.0,7666,92.4,21.0,0,0.58220375
6400,0,12.99,C,11,2,5,40000.0,2,10.62,2.0,9.0,0.0,9729,68.5,15.0,0,0.5359765
6000,0,6.89,A,2,6,1,22000.0,2,17.62,1.0,9.0,1.0,6663,49.0,26.0,0,0.2792294
20000,0,7.89,A,4,11,1,100000.0,6,36.89,0.0,9.0,1.0,3158,16.2,20.0,0,0.28132424
8000,0,9.99,B,7,2,4,44400.0,0,5.84,0.0,2.0,0.0,10146,56.7,12.0,0,0.21258883
24000,1,28.72,F,25,10,4,50000.0,2,17.09,1.0,19.0,0.0,10393,26.6,24.0,0,0.80861956
30000,1,17.57,D,18,10,5,100000.0,5,14.41,0.0,11.0,0.0,12850,32.6,19.0,1,0.7663543
4000,0,11.99,B,9,8,5,60000.0,9,4.74,0.0,11.0,0.0,3956,16.2,23.0,0,0.3527457
27575,0,13.33,C,12,8,1,111000.0,9,13.84,0.0,11.0,0.0,36707,69.1,16.0,0,0.3997165
10000,0,8.39,B,5,9,5,80000.0,9,11.97,0.0,7.0,0.0,2743,53.8,27.0,0,0.3529149
11500,0,6.49,A,1,10,5,85000.0,1,12.63,0.0,7.0,0.0,11844,95.5,13.0,0,0.12215752
15000,0,14.09,B,9,10,5,117000.0,2,17.86,1.0,12.0,0.0,2467,24.0,27.0,0,0.43725502
5600,0,15.22,C,12,1,1,50000.0,2,32.93,0.0,9.0,0.0,22282,76.0,34.0,0,0.43295348
4000,0,7.89,A,4,3,5,120000.0,1,8.53,0.0,8.0,1.0,4576,22.7,21.0,0,0.17600092
36000,0,7.97,A,4,10,1,300000.0,2,5.5,0.0,10.0,0.0,40246,0.7,22.0,0,0.18441294
10000,0,6.62,A,1,1,5,70000.0,2,17.4,0.0,12.0,0.0,9318,26.1,19.0,0,0.1458757
12775,0,13.44,C,12,1,4,50000.0,2,10.83,0.0,13.0,0.0,14061,69.3,20.0,0,0.48147953
11075,0,13.99,C,13,6,4,30790.0,2,32.21,0.0,6.0,0.0,17236,100.2,23.0,0,0.59684545
40000,1,12.61,C,10,7,1,160000.0,6,1.41,3.0,8.0,0.0,5143,17.4,22.0,0,0.40628615
5500,0,9.44,B,5,0,5,30000.0,2,26.28,0.0,8.0,0.0,2162,24.6,30.0,0,0.38189682
14575,0,14.09,B,9,7,5,41600.0,2,30.19,0.0,12.0,0.0,19437,91.7,29.0,0,0.4861667
5000,0,9.99,B,7,10,5,60000.0,2,25.44,4.0,7.0,1.0,6809,55.0,34.0,0,0.48961952
9900,0,13.49,C,11,4,1,27500.0,2,27.34,0.0,17.0,0.0,8759,23.8,30.0,0,0.57286376
12000,0,16.99,D,17,8,5,60000.0,2,25.08,0.0,11.0,1.0,8622,56.7,42.0,0,0.69059885
10000,1,13.49,C,11,1,1,68000.0,1,15.13,0.0,9.0,1.0,22823,83.6,28.0,0,0.49278128
20000,0,10.15,B,6,1,1,160000.0,4,7.37,0.0,5.0,0.0,3881,59.7,12.0,0,0.21997626
15000,0,16.14,C,13,1,1,125000.0,5,17.9,0.0,38.0,0.0,44682,22.6,65.0,0,0.17071007
12000,0,7.97,A,4,1,4,40000.0,1,32.13,0.0,17.0,0.0,27616,48.0,44.0,0,0.32153025
17000,1,18.06,D,16,5,1,75000.0,2,21.5,0.0,13.0,0.0,575,3.8,34.0,0,0.6604807
20400,1,24.99,F,28,8,1,60000.0,9,20.68,0.0,17.0,0.0,43281,70.3,25.0,0,0.7590177
12000,0,13.99,C,13,2,1,44000.0,2,35.19,0.0,8.0,1.0,20570,75.6,32.0,0,0.53877974
30000,0,10.99,B,6,1,1,270000.0,2,7.9,0.0,14.0,0.0,21324,65.2,37.0,0,0.22699879
18000,0,13.99,C,10,10,5,140000.0,1,3.87,0.0,4.0,0.0,22146,56.4,18.0,0,0.2730587
22800,1,19.24,E,21,7,5,60000.0,2,25.73,0.0,12.0,1.0,23269,72.4,27.0,1,0.8288277
16000,1,14.31,C,13,0,1,83000.0,2,18.36,0.0,20.0,0.0,25362,57.0,39.0,0,0.6220196
24125,0,6.03,A,0,7,5,48256.0,1,9.63,0.0,11.0,0.0,111478,18.6,19.0,0,0.10778244
14000,1,9.92,B,6,11,1,46000.0,7,20.45,0.0,8.0,0.0,11649,23.3,25.0,0,0.4987687
5000,0,11.99,B,9,2,5,34200.0,2,15.61,0.0,6.0,0.0,2137,52.1,12.0,0,0.50542897
15075,1,27.88,G,32,1,1,63000.0,2,17.43,0.0,17.0,0.0,13832,60.4,34.0,1,0.77767056
12000,0,7.89,A,4,1,1,40000.0,2,20.19,0.0,5.0,0.0,5034,57.9,14.0,0,0.2668558
18000,1,22.45,E,24,2,5,48000.0,9,8.28,0.0,14.0,0.0,7124,13.0,18.0,0,0.79271144
30000,1,13.33,C,12,3,1,150000.0,1,12.82,0.0,6.0,0.0,28587,97.9,16.0,0,0.4436993
5000,0,9.99,B,7,3,5,36000.0,2,8.28,0.0,12.0,0.0,7955,39.0,17.0,1,0.38623956
1000,0,10.49,B,7,8,5,40000.0,1,25.08,1.0,21.0,0.0,7408,9.7,38.0,0,0.26586524
15000,0,6.92,A,3,7,5,40000.0,2,16.63,0.0,7.0,0.0,12192,52.6,9.0,1,0.23853701
9000,0,15.8,C,12,5,5,45000.0,2,24.35,0.0,9.0,0.0,9796,57.6,16.0,0,0.46951908
24000,0,7.49,A,3,6,1,220000.0,4,2.92,0.0,9.0,0.0,2303,17.6,19.0,0,0.1682675
2500,0,21.0,E,21,8,5,27000.0,1,25.2,0.0,7.0,0.0,4344,74.9,22.0,1,0.5777616
33500,1,21.67,E,24,8,1,110000.0,1,16.16,0.0,10.0,0.0,16827,95.6,22.0,0,0.6506842
15400,0,9.99,B,7,0,1,67000.0,1,10.14,0.0,17.0,0.0,3812,28.7,23.0,0,0.33910513
35000,1,17.57,D,18,7,1,150000.0,4,8.59,0.0,10.0,0.0,17289,46.1,18.0,1,0.66474134
6000,0,11.98,B,9,1,1,103400.0,4,22.57,0.0,22.0,0.0,28414,71.6,42.0,0,0.3693368
4000,0,11.99,B,7,11,5,14064.0,1,15.27,0.0,9.0,1.0,4489,43.2,13.0,1,0.5264426
14400,0,7.89,A,4,1,1,87000.0,2,18.79,0.0,9.0,0.0,9150,47.9,35.0,0,0.19022287
10000,0,10.49,B,6,0,5,60000.0,2,23.2,0.0,31.0,1.0,23162,98.1,63.0,1,0.58339876
15000,0,9.75,B,7,1,4,90000.0,4,14.16,1.0,9.0,0.0,3956,89.9,24.0,0,0.48727575
15000,0,9.49,B,6,3,1,55000.0,1,23.81,0.0,21.0,0.0,11247,29.5,41.0,0,0.3653272
4000,0,7.51,A,3,5,1,50000.0,2,23.23,0.0,10.0,0.0,21911,61.4,15.0,0,0.26957473
17500,1,24.85,E,22,11,1,52000.0,2,12.67,0.0,4.0,0.0,0,0.0,12.0,1,0.83029497
20000,0,13.99,C,12,5,5,140000.0,2,23.52,0.0,18.0,0.0,12270,48.7,43.0,1,0.658747
3000,0,12.69,C,11,0,5,32000.0,9,5.63,1.0,28.0,0.0,7123,48.8,35.0,0,0.60723543
18000,0,7.9,A,3,1,5,81000.0,2,18.06,0.0,15.0,0.0,36174,78.6,40.0,0,0.2689418
10000,0,12.29,C,10,2,1,89470.0,7,24.59,0.0,12.0,0.0,19469,80.1,17.0,0,0.4947822
5000,0,8.39,B,5,2,1,127000.0,11,3.32,0.0,8.0,1.0,12537,16.6,9.0,0,0.23869105
13475,0,19.53,D,19,0,5,37440.0,2,24.94,0.0,5.0,0.0,4475,59.7,13.0,1,0.6794826
20000,1,15.05,C,13,5,5,82500.0,6,27.78,0.0,19.0,0.0,12870,59.6,32.0,0,0.7805889
18200,1,14.49,C,13,2,5,42000.0,2,13.37,0.0,10.0,0.0,5513,73.5,19.0,0,0.7772313
19200,1,10.99,B,8,1,1,108000.0,4,6.71,0.0,12.0,1.0,13033,54.5,52.0,0,0.38729793
14775,1,19.53,D,19,1,1,61630.0,11,12.89,8.0,14.0,0.0,0,0.0,28.0,0,0.47185308
11625,1,23.99,F,26,3,1,62000.0,7,4.7,0.0,6.0,0.0,4765,82.2,12.0,1,0.68357426
15000,0,10.75,B,8,10,1,60000.0,6,0.66,0.0,3.0,0.0,1607,13.3,5.0,0,0.44443068
21000,0,15.61,D,15,0,4,49000.0,4,5.09,0.0,9.0,0.0,625,6.0,45.0,0,0.5685032
16000,0,7.9,A,3,10,1,80000.0,1,27.63,0.0,12.0,0.0,48064,49.7,21.0,0,0.21456416
35000,1,17.57,D,18,1,5,158000.0,2,12.24,0.0,17.0,0.0,41975,98.5,27.0,0,0.6991611
14000,1,16.55,D,16,1,5,46000.0,2,26.27,2.0,9.0,0.0,4335,100.8,53.0,1,0.7874724
14000,0,11.67,B,8,0,5,60000.0,2,17.24,0.0,9.0,0.0,21595,35.6,12.0,0,0.35490194
15000,0,13.18,C,12,11,5,45000.0,2,39.31,0.0,10.0,0.0,15184,73.4,32.0,1,0.6769402
10000,0,10.99,B,7,4,5,42000.0,2,11.09,0.0,5.0,0.0,6486,53.6,13.0,0,0.28940412
25200,1,9.76,B,7,11,1,63900.0,2,20.69,0.0,17.0,0.0,22489,30.7,33.0,0,0.59581053
35000,0,16.49,D,17,1,5,160000.0,11,7.33,1.0,4.0,0.0,29670,77.7,14.0,0,0.5838991
6000,0,11.53,B,9,1,5,58681.0,9,24.19,0.0,12.0,1.0,5235,27.8,34.0,0,0.40158314
5000,0,16.99,D,17,3,5,22838.0,2,25.7,0.0,9.0,0.0,4875,50.8,11.0,0,0.62738675
10000,0,7.24,A,2,6,1,75000.0,1,13.71,0.0,11.0,0.0,8917,30.1,19.0,0,0.14762992
3000,0,13.18,C,12,5,5,43000.0,2,17.81,0.0,8.0,0.0,6339,65.4,9.0,0,0.55593807
12000,0,10.75,B,8,11,5,5000.0,2,86.3,0.0,9.0,0.0,15870,69.0,14.0,0,0.6664234
20000,1,15.05,C,13,3,1,50000.0,1,26.31,0.0,14.0,0.0,29781,49.3,25.0,0,0.61589324
35000,1,14.46,C,13,2,1,110000.0,2,12.93,0.0,12.0,0.0,11041,29.5,23.0,0,0.602774
35000,1,15.61,D,15,1,1,81000.0,2,20.01,0.0,8.0,0.0,46824,73.4,19.0,0,0.506272
15000,1,13.18,C,12,6,1,97000.0,4,9.86,1.0,19.0,0.0,11858,45.4,24.0,0,0.6186604
3500,0,18.25,D,16,2,4,40000.0,2,30.42,0.0,11.0,0.0,6639,56.3,23.0,0,0.53018856
16450,0,11.99,B,7,1,1,37500.0,2,31.33,0.0,10.0,0.0,18402,57.1,21.0,0,0.31859672
10000,0,12.29,C,10,11,5,35035.0,2,15.35,1.0,9.0,0.0,5524,43.8,20.0,1,0.6774062
12250,0,15.31,C,11,4,5,35584.0,1,13.42,0.0,7.0,0.0,7969,62.3,21.0,0,0.50149566
35000,1,11.99,C,10,1,1,75000.0,2,24.9,0.0,20.0,0.0,24777,31.6,40.0,0,0.5419172
22000,0,7.9,A,3,8,1,120000.0,1,7.51,0.0,6.0,0.0,21070,81.0,17.0,0,0.12709847
19000,1,17.57,D,18,3,1,110000.0,2,10.46,0.0,12.0,0.0,5056,60.2,20.0,0,0.7049686
4000,0,9.16,B,6,6,5,67000.0,1,16.23,0.0,6.0,0.0,5144,48.5,11.0,0,0.33395207
14000,1,13.68,C,10,5,1,100000.0,2,7.98,0.0,6.0,0.0,10578,52.1,21.0,0,0.29795176
9600,0,7.12,A,2,6,1,47500.0,2,21.91,0.0,18.0,0.0,9389,11.7,45.0,0,0.109994695
10625,0,19.05,D,18,1,1,50000.0,1,17.98,0.0,7.0,2.0,8815,70.0,15.0,0,0.5376326
14000,0,16.02,C,14,1,1,135000.0,2,13.83,0.0,10.0,0.0,13747,70.9,22.0,0,0.39466748
